region,product,date,revenue,units_sold,inventory,customer_count,churn_rate,promo_active
Midwest,ProductA,2024-09-02,17834.17,322,133.1,106,0.0371,0
Midwest,ProductA,2024-09-09,17351.44,292,119.4,78,0.0435,0
Midwest,ProductA,2024-09-16,17024.91,282,115.4,81,0.038,0
Midwest,ProductA,2024-09-23,17022.16,268,102.4,80,0.0392,0
Midwest,ProductA,2024-09-30,16710.56,280,101.7,75,0.0276,0
Midwest,ProductA,2024-10-07,16128.0,300,118.6,80,0.032,0
Midwest,ProductA,2024-10-14,14968.83,239,87.9,61,0.0371,0
Midwest,ProductA,2024-10-21,15114.36,244,101.1,64,0.0356,0
Midwest,ProductA,2024-10-28,14751.82,254,99.7,74,0.0421,0
Midwest,ProductA,2024-11-04,13946.55,231,96.0,59,0.0317,0
Midwest,ProductA,2024-11-11,14292.0,231,80.1,62,0.0307,0
Midwest,ProductA,2024-11-18,13486.38,244,94.0,73,0.0356,0
Midwest,ProductA,2024-11-25,13601.380000000001,243,94.3,67,0.0348,0
Midwest,ProductA,2024-12-02,14424.400000000001,241,81.7,76,0.0333,1
Midwest,ProductA,2024-12-09,15728.25,277,104.7,89,0.0326,1
Midwest,ProductA,2024-12-16,14126.369999999999,212,91.0,68,0.0334,1
Midwest,ProductA,2024-12-23,15241.490000000002,258,108.4,65,0.0352,1
Midwest,ProductA,2024-12-30,15567.44,254,93.4,73,0.03,1
Midwest,ProductA,2025-01-06,13473.98,235,101.6,65,0.0333,1
Midwest,ProductA,2025-01-13,12808.53,224,80.6,68,0.0309,0
Midwest,ProductA,2025-01-20,12841.8,212,84.4,50,0.0371,0
Midwest,ProductA,2025-01-27,12493.95,210,78.6,70,0.0409,0
Midwest,ProductA,2025-02-03,13130.0,203,80.6,58,0.0347,0
Midwest,ProductA,2025-02-10,13567.73,238,86.9,64,0.0382,0
Midwest,ProductA,2025-02-17,14863.849999999999,240,84.7,71,0.0288,1
Midwest,ProductA,2025-02-24,15377.88,261,100.9,73,0.0321,1
Midwest,ProductA,2025-03-03,14276.21,225,84.1,66,0.032,0
Midwest,ProductA,2025-03-10,14699.37,230,86.6,76,0.0298,0
Midwest,ProductA,2025-03-17,14936.369999999999,254,101.3,80,0.0346,0
Midwest,ProductA,2025-03-24,15361.05,239,100.0,64,0.0325,0
Midwest,ProductA,2025-03-31,15926.05,261,102.1,80,0.0316,0
Midwest,ProductA,2025-04-07,15915.779999999999,271,113.9,74,0.0321,0
Midwest,ProductA,2025-04-14,16458.93,256,98.1,88,0.0407,0
Midwest,ProductA,2025-04-21,17341.11,294,121.6,74,0.0305,0
Midwest,ProductA,2025-04-28,17880.239999999998,308,127.4,95,0.0382,0
Midwest,ProductA,2025-05-05,17483.17,306,106.7,95,0.0355,0
Midwest,ProductA,2025-05-12,17870.8,333,131.1,103,0.0356,0
Midwest,ProductA,2025-05-19,18060.97,325,114.9,90,0.0319,0
Midwest,ProductA,2025-05-26,19160.52,358,131.7,96,0.0327,0
Midwest,ProductA,2025-06-02,18065.82,331,134.1,97,0.0333,0
Midwest,ProductA,2025-06-09,18612.29,286,130.3,86,0.0339,0
Midwest,ProductA,2025-06-16,19494.44,331,127.7,89,0.0333,0
Midwest,ProductA,2025-06-23,18959.4,314,137.6,109,0.0369,0
Midwest,ProductA,2025-06-30,19243.73,351,144.9,107,0.0336,0
Midwest,ProductA,2025-07-07,13911.64,224,77.6,64,0.063,0
Midwest,ProductA,2025-07-14,13677.51,217,84.1,74,0.0527,0
Midwest,ProductA,2025-07-21,13781.529999999999,235,89.1,70,0.0558,0
Midwest,ProductA,2025-07-28,13376.4,226,92.0,64,0.0568,0
Midwest,ProductA,2025-08-04,13669.220000000001,217,81.3,66,0.0606,0
Midwest,ProductA,2025-08-11,13282.51,222,88.9,64,0.0488,0
Midwest,ProductA,2025-08-18,13127.11,186,65.9,40,0.0459,0
Midwest,ProductA,2025-08-25,13186.05,204,72.9,55,0.0499,0
Midwest,ProductA,2025-09-01,13258.99,215,91.7,47,0.0625,0
Midwest,ProductA,2025-09-08,12769.91,241,91.4,74,0.0501,0
Midwest,ProductA,2025-09-15,12674.9,199,82.9,46,0.0624,0
Midwest,ProductA,2025-09-22,11807.03,199,77.1,53,0.0559,0
Midwest,ProductA,2025-09-29,11139.25,178,75.0,53,0.0577,0
Midwest,ProductA,2025-10-06,15285.11,254,93.4,91,0.0459,0
Midwest,ProductA,2025-10-13,15709.76,236,101.6,54,0.0366,0
Midwest,ProductA,2025-10-20,15247.67,269,108.4,88,0.0371,0
Midwest,ProductA,2025-10-27,14693.880000000001,254,99.3,65,0.0311,0
Midwest,ProductA,2025-11-03,14105.539999999999,235,96.1,72,0.0362,0
Midwest,ProductA,2025-11-10,13972.04,221,81.3,66,0.0401,0
Midwest,ProductA,2025-11-17,13930.64,224,91.4,55,0.0356,0
Midwest,ProductA,2025-11-24,13695.74,261,86.1,81,0.0335,0
Midwest,ProductA,2025-12-01,14414.17,239,87.7,73,0.0331,1
Midwest,ProductA,2025-12-08,15669.66,298,126.1,91,0.0336,1
Midwest,ProductA,2025-12-15,14922.09,230,79.4,61,0.0353,1
Midwest,ProductA,2025-12-22,15559.369999999999,242,93.0,68,0.0307,1
Midwest,ProductA,2025-12-29,15845.57,246,101.3,53,0.0322,1
Midwest,ProductA,2026-01-05,4574.92,80,102.5,21,0.036,1
Midwest,ProductB,2024-01-01,1597.91,33,65.0,16,0.0283,0
Midwest,ProductB,2024-01-08,11029.28,186,80.4,42,0.0347,0
Midwest,ProductB,2024-01-15,10567.39,169,73.3,38,0.0378,0
Midwest,ProductB,2024-01-22,10810.18,163,68.6,34,0.0369,0
Midwest,ProductB,2024-01-29,11112.93,187,80.7,53,0.0337,0
Midwest,ProductB,2024-02-05,11012.539999999999,203,80.1,49,0.0373,0
Midwest,ProductB,2024-02-12,12060.53,220,78.1,59,0.0377,1
Midwest,ProductB,2024-02-19,13477.43,232,101.1,72,0.0316,1
Midwest,ProductB,2024-02-26,11840.72,205,79.1,66,0.0276,0
Midwest,ProductB,2024-03-04,12575.58,204,83.3,61,0.0345,0
Midwest,ProductB,2024-03-11,12526.25,203,74.7,53,0.0323,0
Midwest,ProductB,2024-03-18,13096.73,209,72.3,54,0.0389,0
Midwest,ProductB,2024-03-25,12896.73,224,86.7,71,0.0356,0
Midwest,ProductB,2024-04-01,13428.560000000001,229,90.3,54,0.0391,0
Midwest,ProductB,2024-04-08,13567.33,240,91.7,48,0.0327,0
Midwest,ProductB,2024-04-15,14109.05,242,91.0,74,0.0363,0
Midwest,ProductB,2024-04-22,13790.44,225,80.7,58,0.0392,0
Midwest,ProductB,2024-04-29,14730.42,228,85.4,80,0.0346,0
Midwest,ProductB,2024-05-06,14734.56,245,88.6,60,0.0353,0
Midwest,ProductB,2024-05-13,14689.59,270,114.9,89,0.0314,0
Midwest,ProductB,2024-05-20,16120.06,270,95.9,81,0.0403,0
Midwest,ProductB,2024-05-27,15683.5,241,98.0,62,0.0359,0
Midwest,ProductB,2024-06-03,15454.44,258,116.1,77,0.0394,0
Midwest,ProductB,2024-06-10,15531.85,263,97.9,68,0.0318,0
Midwest,ProductB,2024-06-17,16010.349999999999,253,92.3,63,0.0365,0
Midwest,ProductB,2024-06-24,16380.19,298,114.0,86,0.0346,0
Midwest,ProductB,2024-07-01,16013.99,292,130.6,76,0.0368,0
Midwest,ProductB,2024-07-08,16123.86,296,112.1,91,0.0361,0
Midwest,ProductB,2024-07-15,15648.93,253,101.6,81,0.0379,0
Midwest,ProductB,2024-07-22,16285.39,264,101.3,58,0.0286,0
Midwest,ProductB,2024-07-29,16507.3,274,114.7,74,0.0382,0
Midwest,ProductB,2024-08-05,15643.84,266,99.9,88,0.0324,0
Midwest,ProductB,2024-08-12,15578.31,267,107.4,89,0.0352,0
Midwest,ProductB,2024-08-19,14603.36,216,93.3,62,0.0358,0
Midwest,ProductB,2024-08-26,14985.75,246,89.4,80,0.0312,0
Midwest,ProductB,2024-09-02,14551.28,236,101.1,71,0.0336,0
Midwest,ProductB,2024-09-09,14595.4,239,84.4,78,0.0356,0
Midwest,ProductB,2024-09-16,14432.4,237,105.0,59,0.0373,0
Midwest,ProductB,2024-09-23,14065.43,235,105.4,68,0.038,0
Midwest,ProductB,2024-09-30,13126.48,239,107.4,58,0.0355,0
Midwest,ProductB,2024-10-07,12951.07,237,92.4,77,0.036,0
Midwest,ProductB,2024-10-14,12449.23,216,93.0,79,0.038,0
Midwest,ProductB,2024-10-21,12585.630000000001,215,83.6,59,0.0376,0
Midwest,ProductB,2024-10-28,12332.57,212,82.6,60,0.0377,0
Midwest,ProductB,2024-11-04,11918.88,189,69.4,38,0.0314,0
Midwest,ProductB,2024-11-11,11678.01,194,74.7,50,0.037,0
Midwest,ProductB,2024-11-18,11138.1,199,76.4,64,0.0399,0
Midwest,ProductB,2024-11-25,11196.61,190,75.1,50,0.0351,0
Midwest,ProductB,2024-12-02,12205.71,210,82.0,67,0.0313,1
Midwest,ProductB,2024-12-09,13070.82,217,86.3,72,0.0352,1
Midwest,ProductB,2024-12-16,11479.97,178,66.4,60,0.036,1
Midwest,ProductB,2024-12-23,13441.48,235,97.3,48,0.0299,1
Midwest,ProductB,2024-12-30,13052.5,231,86.1,59,0.0274,1
Midwest,ProductB,2025-01-06,11032.34,183,67.9,48,0.0307,1
Midwest,ProductB,2025-01-13,10705.38,172,75.1,45,0.0326,0
Midwest,ProductB,2025-01-20,11075.76,182,62.7,44,0.0298,0
Midwest,ProductB,2025-01-27,11189.56,184,68.4,48,0.0368,0
Midwest,ProductB,2025-02-03,11068.55,183,72.0,52,0.0384,0
Midwest,ProductB,2025-02-10,11253.75,186,75.3,54,0.0382,0
Midwest,ProductB,2025-02-17,12695.869999999999,209,86.4,55,0.0326,1
Midwest,ProductB,2025-02-24,12655.37,208,87.6,74,0.0295,1
Midwest,ProductB,2025-03-03,12147.56,201,92.7,48,0.0298,0
Midwest,ProductB,2025-03-10,12480.99,212,84.3,57,0.0386,0
Midwest,ProductB,2025-03-17,12380.68,218,81.6,72,0.0302,0
Midwest,ProductB,2025-03-24,13342.92,224,75.1,66,0.0384,0
Midwest,ProductB,2025-03-31,13005.35,216,84.4,47,0.0373,0
Midwest,ProductB,2025-04-07,13522.35,219,79.1,62,0.0366,0
Midwest,ProductB,2025-04-14,14059.49,230,79.0,72,0.0331,0
Midwest,ProductB,2025-04-21,14426.61,239,85.7,52,0.0326,0
Midwest,ProductB,2025-04-28,14328.15,249,94.7,61,0.0353,0
Midwest,ProductB,2025-05-05,14488.2,249,97.0,66,0.0355,0
Midwest,ProductB,2025-05-12,15030.710000000001,260,114.4,57,0.0378,0
Midwest,ProductB,2025-05-19,15455.01,261,108.7,74,0.037,0
Midwest,ProductB,2025-05-26,15748.7,261,105.4,77,0.0309,0
Midwest,ProductB,2025-06-02,15393.380000000001,272,107.4,83,0.0366,0
Midwest,ProductB,2025-06-09,15955.26,276,106.4,89,0.0341,0
Midwest,ProductB,2025-06-16,16236.45,287,109.6,78,0.0347,0
Midwest,ProductB,2025-06-23,16019.03,258,101.1,88,0.0386,0
Midwest,ProductB,2025-06-30,15766.9,235,88.6,63,0.0317,0
Midwest,ProductB,2025-07-07,11976.61,199,76.4,58,0.0525,0
Midwest,ProductB,2025-07-14,11337.05,194,69.1,63,0.0604,0
Midwest,ProductB,2025-07-21,11931.67,218,86.6,56,0.0364,0
Midwest,ProductB,2025-07-28,11825.57,173,73.9,66,0.055,0
Midwest,ProductB,2025-08-04,11047.3,170,63.0,42,0.059,0
Midwest,ProductB,2025-08-11,11329.970000000001,180,68.1,54,0.053,0
Midwest,ProductB,2025-08-18,11015.539999999999,182,74.4,37,0.0532,0
Midwest,ProductB,2025-08-25,10724.47,177,89.4,48,0.0508,0
Midwest,ProductB,2025-09-01,10472.8,190,73.4,49,0.0581,0
Midwest,ProductB,2025-09-08,10625.75,169,62.0,59,0.0496,0
Midwest,ProductB,2025-09-15,10400.24,175,71.1,45,0.0532,0
Midwest,ProductB,2025-09-22,10279.15,180,72.7,43,0.0637,0
Midwest,ProductB,2025-09-29,9799.960000000001,178,74.6,58,0.0592,0
Midwest,ProductB,2025-10-06,12460.92,199,66.7,37,0.0394,0
Midwest,ProductB,2025-10-13,13061.04,223,89.7,74,0.0321,0
Midwest,ProductB,2025-10-20,12548.43,210,74.3,47,0.0331,0
Midwest,ProductB,2025-10-27,12428.67,208,79.0,41,0.0308,0
Midwest,ProductB,2025-11-03,12128.87,213,77.9,68,0.0386,0
Midwest,ProductB,2025-11-10,11796.07,195,78.1,44,0.0328,0
Midwest,ProductB,2025-11-17,11571.72,206,82.7,59,0.0366,0
Midwest,ProductB,2025-11-24,11040.82,175,65.9,35,0.0349,0
Midwest,ProductB,2025-12-01,12338.0,181,66.6,48,0.0334,1
Midwest,ProductB,2025-12-08,13091.119999999999,216,77.6,60,0.0381,1
Midwest,ProductB,2025-12-15,12494.210000000001,214,87.1,56,0.0347,1
Midwest,ProductB,2025-12-22,13070.93,213,81.1,67,0.0356,1
Midwest,ProductB,2025-12-29,12388.58,188,78.4,41,0.0309,1
Midwest,ProductB,2026-01-05,3707.55,58,82.5,9,0.0401,1
Midwest,ProductC,2024-01-01,1298.87,20,36.0,8,0.0263,0
Midwest,ProductC,2024-01-08,8336.5,133,41.6,28,0.0386,0
Midwest,ProductC,2024-01-15,8809.69,137,55.7,34,0.0358,0
Midwest,ProductC,2024-01-22,8903.98,154,59.0,41,0.0368,0
Midwest,ProductC,2024-01-29,9075.01,170,63.1,48,0.0313,0
Midwest,ProductC,2024-02-05,8832.42,129,52.4,22,0.0366,0
Midwest,ProductC,2024-02-12,9868.36,148,56.9,41,0.0418,1
Midwest,ProductC,2024-02-19,10094.08,159,70.4,48,0.0345,1
Midwest,ProductC,2024-02-26,9690.539999999999,165,64.0,51,0.0336,0
Midwest,ProductC,2024-03-04,9406.68,156,70.1,34,0.0318,0
Midwest,ProductC,2024-03-11,9814.119999999999,165,65.7,51,0.0349,0
Midwest,ProductC,2024-03-18,10310.88,187,67.6,45,0.036,0
Midwest,ProductC,2024-03-25,10556.49,161,70.1,46,0.0363,0
Midwest,ProductC,2024-04-01,10998.08,165,69.4,31,0.0323,0
Midwest,ProductC,2024-04-08,11194.56,191,69.3,71,0.0376,0
Midwest,ProductC,2024-04-15,11380.31,194,75.1,47,0.0381,0
Midwest,ProductC,2024-04-22,11420.39,210,89.4,67,0.0344,0
Midwest,ProductC,2024-04-29,11480.880000000001,211,77.0,35,0.0346,0
Midwest,ProductC,2024-05-06,11949.77,201,80.6,71,0.0378,0
Midwest,ProductC,2024-05-13,12160.0,227,84.4,59,0.0337,0
Midwest,ProductC,2024-05-20,12154.97,188,64.4,59,0.0336,0
Midwest,ProductC,2024-05-27,12543.25,198,68.3,54,0.0337,0
Midwest,ProductC,2024-06-03,12410.5,187,79.1,42,0.0368,0
Midwest,ProductC,2024-06-10,12556.58,200,78.0,56,0.0334,0
Midwest,ProductC,2024-06-17,12603.44,232,90.4,66,0.0331,0
Midwest,ProductC,2024-06-24,12703.42,201,79.9,47,0.0396,0
Midwest,ProductC,2024-07-01,13254.73,240,84.1,79,0.0387,0
Midwest,ProductC,2024-07-08,12541.35,215,87.0,57,0.0278,0
Midwest,ProductC,2024-07-15,13200.029999999999,243,90.1,60,0.0372,0
Midwest,ProductC,2024-07-22,12550.84,205,64.6,49,0.0369,0
Midwest,ProductC,2024-07-29,12457.03,204,88.6,61,0.0363,0
Midwest,ProductC,2024-08-05,12199.51,208,100.9,61,0.033,0
Midwest,ProductC,2024-08-12,12154.14,218,81.6,74,0.0334,0
Midwest,ProductC,2024-08-19,12010.880000000001,218,76.3,63,0.0354,0
Midwest,ProductC,2024-08-26,11948.119999999999,188,72.7,49,0.0349,0
Midwest,ProductC,2024-09-02,11789.69,198,80.0,60,0.0354,0
Midwest,ProductC,2024-09-09,11639.9,196,72.3,55,0.0394,0
Midwest,ProductC,2024-09-16,11296.81,197,70.9,58,0.0388,0
Midwest,ProductC,2024-09-23,11042.61,166,66.0,32,0.0404,0
Midwest,ProductC,2024-09-30,10530.5,167,61.1,49,0.0368,0
Midwest,ProductC,2024-10-07,10816.41,184,59.3,42,0.0371,0
Midwest,ProductC,2024-10-14,9985.34,153,56.7,49,0.0338,0
Midwest,ProductC,2024-10-21,10304.6,176,68.1,53,0.0399,0
Midwest,ProductC,2024-10-28,9830.18,160,61.3,35,0.0352,0
Midwest,ProductC,2024-11-04,9450.07,165,70.6,55,0.0351,0
Midwest,ProductC,2024-11-11,9260.19,148,47.3,49,0.0329,0
Midwest,ProductC,2024-11-18,9101.27,167,58.4,44,0.0337,0
Midwest,ProductC,2024-11-25,8738.210000000001,153,56.1,31,0.0338,0
Midwest,ProductC,2024-12-02,9844.73,175,60.7,41,0.0372,1
Midwest,ProductC,2024-12-09,10664.88,188,68.6,56,0.0392,1
Midwest,ProductC,2024-12-16,9975.630000000001,172,65.1,53,0.0277,1
Midwest,ProductC,2024-12-23,10805.86,184,72.9,51,0.0277,1
Midwest,ProductC,2024-12-30,10374.03,172,66.4,47,0.0341,1
Midwest,ProductC,2025-01-06,8947.42,141,55.6,36,0.0364,1
Midwest,ProductC,2025-01-13,8554.53,132,53.9,43,0.0352,0
Midwest,ProductC,2025-01-20,8540.4,139,48.7,27,0.0349,0
Midwest,ProductC,2025-01-27,8990.84,142,56.4,27,0.0334,0
Midwest,ProductC,2025-02-03,8691.06,142,46.1,32,0.0361,0
Midwest,ProductC,2025-02-10,9077.62,149,69.0,29,0.0345,0
Midwest,ProductC,2025-02-17,10737.25,184,70.3,50,0.036,1
Midwest,ProductC,2025-02-24,10444.1,164,57.9,42,0.0408,1
Midwest,ProductC,2025-03-03,9520.11,168,56.6,38,0.0373,0
Midwest,ProductC,2025-03-10,10133.71,157,65.9,50,0.0343,0
Midwest,ProductC,2025-03-17,10054.76,172,69.9,47,0.0363,0
Midwest,ProductC,2025-03-24,10223.54,161,63.1,39,0.0353,0
Midwest,ProductC,2025-03-31,10452.22,176,66.6,35,0.0384,0
Midwest,ProductC,2025-04-07,10765.11,196,87.7,58,0.0437,0
Midwest,ProductC,2025-04-14,11222.98,183,65.7,48,0.0302,0
Midwest,ProductC,2025-04-21,11376.03,200,81.0,50,0.0404,0
Midwest,ProductC,2025-04-28,11252.710000000001,210,91.4,60,0.0358,0
Midwest,ProductC,2025-05-05,11725.43,215,78.4,49,0.0362,0
Midwest,ProductC,2025-05-12,11918.05,199,86.7,51,0.0344,0
Midwest,ProductC,2025-05-19,11991.32,185,76.3,49,0.0309,0
Midwest,ProductC,2025-05-26,12200.58,204,75.1,56,0.0403,0
Midwest,ProductC,2025-06-02,12596.3,206,71.0,36,0.0367,0
Midwest,ProductC,2025-06-09,12927.29,211,77.6,32,0.0328,0
Midwest,ProductC,2025-06-16,12879.82,217,81.9,67,0.0349,0
Midwest,ProductC,2025-06-23,12838.14,198,71.9,57,0.0279,0
Midwest,ProductC,2025-06-30,13104.74,227,87.7,62,0.0367,0
Midwest,ProductC,2025-07-07,9402.6,157,56.4,47,0.0485,0
Midwest,ProductC,2025-07-14,9215.26,171,58.9,45,0.0579,0
Midwest,ProductC,2025-07-21,9128.74,164,54.4,48,0.064,0
Midwest,ProductC,2025-07-28,9274.66,155,58.7,34,0.0564,0
Midwest,ProductC,2025-08-04,9252.79,156,63.0,46,0.0616,0
Midwest,ProductC,2025-08-11,8739.69,153,62.7,29,0.0545,0
Midwest,ProductC,2025-08-18,8775.35,141,54.3,40,0.0602,0
Midwest,ProductC,2025-08-25,8525.3,144,52.6,42,0.0605,0
Midwest,ProductC,2025-09-01,8606.27,143,60.1,39,0.0559,0
Midwest,ProductC,2025-09-08,8479.95,155,59.4,55,0.0591,0
Midwest,ProductC,2025-09-15,8117.639999999999,115,46.3,39,0.0524,0
Midwest,ProductC,2025-09-22,8212.42,148,47.9,30,0.0596,0
Midwest,ProductC,2025-09-29,7805.07,127,49.6,42,0.0477,0
Midwest,ProductC,2025-10-06,10205.8,166,64.6,36,0.0312,0
Midwest,ProductC,2025-10-13,10416.41,188,70.4,41,0.0392,0
Midwest,ProductC,2025-10-20,10074.01,171,52.6,57,0.0423,0
Midwest,ProductC,2025-10-27,9676.78,175,65.6,34,0.0393,0
Midwest,ProductC,2025-11-03,9644.89,149,59.6,49,0.0368,0
Midwest,ProductC,2025-11-10,9291.35,161,61.0,41,0.0335,0
Midwest,ProductC,2025-11-17,9205.0,171,60.6,48,0.0369,0
Midwest,ProductC,2025-11-24,8902.45,148,57.4,33,0.0311,0
Midwest,ProductC,2025-12-01,9647.49,161,53.6,45,0.0345,1
Midwest,ProductC,2025-12-08,10713.41,183,63.3,43,0.0283,1
Midwest,ProductC,2025-12-15,9958.93,179,61.3,36,0.0291,1
Midwest,ProductC,2025-12-22,10464.0,175,72.9,32,0.0403,1
Midwest,ProductC,2025-12-29,10412.82,167,68.6,43,0.0378,1
Midwest,ProductC,2026-01-05,3057.5,54,81.5,14,0.0292,1
Midwest,ProductD,2024-01-01,929.67,17,71.0,0,0.0383,0
Midwest,ProductD,2024-01-08,6554.469999999999,110,37.1,30,0.0358,0
Midwest,ProductD,2024-01-15,6331.47,103,47.1,20,0.0368,0
Midwest,ProductD,2024-01-22,6672.37,114,47.0,33,0.0376,0
Midwest,ProductD,2024-01-29,6406.33,106,29.0,28,0.0365,0
Midwest,ProductD,2024-02-05,6738.61,102,38.7,32,0.039,0
Midwest,ProductD,2024-02-12,7349.7300000000005,108,36.6,30,0.0299,1
Midwest,ProductD,2024-02-19,7572.24,146,68.3,29,0.0286,1
Midwest,ProductD,2024-02-26,6973.18,106,48.9,24,0.0324,0
Midwest,ProductD,2024-03-04,7209.639999999999,126,51.6,30,0.0315,0
Midwest,ProductD,2024-03-11,7468.15,122,38.9,37,0.0381,0
Midwest,ProductD,2024-03-18,7472.2,132,59.1,46,0.028,0
Midwest,ProductD,2024-03-25,7834.8099999999995,130,52.6,46,0.0334,0
Midwest,ProductD,2024-04-01,7921.61,132,49.1,43,0.0352,0
Midwest,ProductD,2024-04-08,8003.37,126,57.1,51,0.0322,0
Midwest,ProductD,2024-04-15,8533.42,141,54.3,21,0.0335,0
Midwest,ProductD,2024-04-22,8597.96,147,48.6,51,0.0331,0
Midwest,ProductD,2024-04-29,8989.56,154,62.0,40,0.0323,0
Midwest,ProductD,2024-05-06,8873.03,150,63.6,47,0.0341,0
Midwest,ProductD,2024-05-13,9083.99,151,49.9,31,0.0267,0
Midwest,ProductD,2024-05-20,8938.94,141,56.9,28,0.0417,0
Midwest,ProductD,2024-05-27,9402.47,158,69.1,44,0.0367,0
Midwest,ProductD,2024-06-03,9572.02,161,66.6,37,0.0376,0
Midwest,ProductD,2024-06-10,9438.42,154,54.9,57,0.0317,0
Midwest,ProductD,2024-06-17,9776.28,177,68.6,55,0.0336,0
Midwest,ProductD,2024-06-24,9505.67,166,70.9,42,0.0288,0
Midwest,ProductD,2024-07-01,9810.36,176,64.3,34,0.0303,0
Midwest,ProductD,2024-07-08,9768.68,164,60.7,56,0.0413,0
Midwest,ProductD,2024-07-15,9424.65,162,70.6,50,0.0357,0
Midwest,ProductD,2024-07-22,9450.2,168,59.7,46,0.036,0
Midwest,ProductD,2024-07-29,9581.67,142,57.7,50,0.0336,0
Midwest,ProductD,2024-08-05,9182.04,151,66.6,33,0.0288,0
Midwest,ProductD,2024-08-12,9017.74,167,51.6,41,0.0347,0
Midwest,ProductD,2024-08-19,9253.119999999999,154,61.4,59,0.0327,0
Midwest,ProductD,2024-08-26,9041.84,142,58.3,25,0.029,0
Midwest,ProductD,2024-09-02,8848.91,151,65.4,41,0.0354,0
Midwest,ProductD,2024-09-09,8520.22,142,64.4,24,0.0318,0
Midwest,ProductD,2024-09-16,8704.99,135,61.9,38,0.0354,0
Midwest,ProductD,2024-09-23,8451.18,150,57.0,53,0.0379,0
Midwest,ProductD,2024-09-30,8311.51,144,48.3,39,0.0313,0
Midwest,ProductD,2024-10-07,7706.58,118,45.4,33,0.035,0
Midwest,ProductD,2024-10-14,8059.85,130,52.1,35,0.0361,0
Midwest,ProductD,2024-10-21,7468.68,132,54.3,31,0.0334,0
Midwest,ProductD,2024-10-28,7250.19,120,45.3,20,0.031,0
Midwest,ProductD,2024-11-04,7152.3,108,35.9,24,0.0327,0
Midwest,ProductD,2024-11-11,7160.26,129,47.1,35,0.0376,0
Midwest,ProductD,2024-11-18,6843.6900000000005,112,45.0,32,0.0387,0
Midwest,ProductD,2024-11-25,6788.389999999999,101,45.6,27,0.0386,0
Midwest,ProductD,2024-12-02,7158.41,131,50.0,29,0.0382,1
Midwest,ProductD,2024-12-09,7940.0599999999995,145,45.9,53,0.0288,1
Midwest,ProductD,2024-12-16,7044.01,118,52.6,18,0.0337,1
Midwest,ProductD,2024-12-23,7793.47,127,42.9,30,0.0347,1
Midwest,ProductD,2024-12-30,7504.09,129,49.0,27,0.0319,1
Midwest,ProductD,2025-01-06,6547.35,107,33.3,31,0.0316,1
Midwest,ProductD,2025-01-13,6522.09,100,39.6,19,0.0377,0
